title,published_weekday,published_weekday,published_time_of_day,duration_seconds,views,likes,views_per_day,likes_per_day,tags_clean,is_outlier
Intermediate SQL Tutorial | Having Clause,Thursday,Thursday,Afternoon,211,193467,4924,103.0,3.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'SQL Having', 'SQL Having statement', 'SQL Having clause', 'Having SQL', 'Having tutorial', 'SQL having tutorial', 'Having tutorial sql', 'Having in SQL', 'How to use Having in SQL', 'How to use having clause in sql', 'Intermediate sql', 'Intermediate SQL tutorial']",0
Intermediate SQL Tutorial | Case Statement | Use Cases,Thursday,Thursday,Morning,446,316020,7564,167.0,4.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'SQL case statement', 'case statement sql', 'case statement in sql', 'how to use a case statement in sql', 'how to use a case statement', 'case statement', 'case statement for sql', 'case statement tutorial', 'tutorial for case statement', 'intermediate sql', 'intermediate sql tutorial']",0
Intermediate SQL Tutorial | Unions | Union Operator,Thursday,Thursday,Afternoon,325,275124,5251,145.0,3.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'SQL Union', 'How to use a Union', 'How to use a Union in SQL', 'Union in SQL', 'Union SQL', 'intermediate sql', 'intermediate sql tutorial']",0
Intermediate SQL Tutorial | Inner/Outer Joins | Use Cases,Thursday,Thursday,Morning,953,567672,9420,297.0,5.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'sql tutorial', 'intermediate sql turorial', 'sql join', 'sql joins tutorial', 'sql join tutorial', 'how to do joins in sql', 'intermediate sql', 'SQL for data analyst', 'sql for data analysts', 'advanced sql', 'sql for programmers']",0
Day in the Life of a Data Analyst | Fortune 500 Edition,Wednesday,Wednesday,Morning,260,126595,2584,66.0,2.0,"['Day in the life', 'A Day in the Life', 'Day in the life of a data analyst', 'A Day in the life of a data analyst', 'A day in the life of a Fortune 500 Data Analyst', 'What do data analysts do', 'Data analyst', 'Data analyst job', 'Data analyst career', 'Fortune 500 Data Analyst', 'What do data analysts do on a daily basis', 'data analyst job description', 'life of a data analyst', 'data analyst day in the life', 'data scientist day in the life', 'a day in the life of a data analyst']",0
SQL Basics Tutorial For Beginners | Group By + Order By Statements | 4/4,Tuesday,Tuesday,Morning,489,341361,8339,177.0,5.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analytics', 'SQL Basics', 'Basics of SQL', 'SQL for Beginners', 'SQL Basics for Beginners', 'SQL for Data Analysts', 'sql tutorial', 'sql tutorial for beginnners', 'sql for data analysts', 'sql for data analyst', 'sql beginner tutorial', 'SQL Server management studio', 'SQL Server Management studio tutorial', 'SQL Group by', 'SQL Order by', 'SQL Group by tutorial', 'SQL order by tutorial']",0
SQL Basics Tutorial For Beginners | Where Statement | 3/4,Monday,Monday,Morning,478,359693,6213,186.0,4.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analytics', 'SQL Basics', 'Basics of SQL', 'SQL for Beginners', 'SQL Basics for Beginners', 'SQL for Data Analysts', 'sql tutorial', 'sql tutorial for beginnners', 'sql for data analysts', 'sql for data analyst', 'sql beginner tutorial', 'SQL Server management studio', 'SQL Server Management studio tutorial', 'SQL Where statement', 'SQL where statement tutorial', 'SQL where']",0
SQL Basics Tutorial For Beginners | Select + From Statements | 2/4,Sunday,Sunday,Afternoon,374,524873,7512,272.0,4.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analytics', 'SQL Basics', 'Basics of SQL', 'SQL for Beginners', 'SQL Basics for Beginners', 'SQL for Data Analysts', 'sql tutorial', 'sql tutorial for beginnners', 'sql for data analysts', 'sql for data analyst', 'sql beginner tutorial', 'SQL Server management studio', 'SQL Server Management studio tutorial', 'SQL select statement', 'SQL from statement', 'SQL select statement tutorial', 'SQL from statement tutorial']",0
Data Analyst Resume | Reviewing YOUR Data Analyst Resumes!,Monday,Monday,Morning,1070,27120,553,14.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Resume', 'Complete guide to Creating a Data Analyst Resume', 'Data Analyst Resume Tips', 'Data Analyst Resume Templates', 'Data Analyst Resume Examples', 'Data Analyst Resume Guide', 'Creating a Resume', 'Resume for Data Analyst', 'Resume for Data Analysts', 'Resume to become Data Analyst', 'Resume for Data Analytics', 'Resume']",0
Data Analyst Salary in 2020,Wednesday,Wednesday,Morning,224,8297,159,5.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data analyst salary', 'Data analyst salary with no experience', 'Data analyst salary 2020', 'Data analyst salary in 2020', 'Data analyst Salary with no degree', 'Salary for Data Analyst', 'Salary for Data Analyst in 2020', 'Data Analyst Salary America', 'Data Analyst Salary USA', 'Data Analyst salary in usa']",0
Switching Careers to Become a Data Analyst | How I Made the Switch,Tuesday,Tuesday,Morning,251,50715,1815,26.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Switching Careers to Become a Data Analyst', 'Becoming a Data Analyst with No Experience', 'How I became a Data Analyst', 'Switch Careers to Data Analyst', 'Data Analyst from different Career', 'How to Become Data Analyst from Different Job', 'Entry Level Data Analyst', 'Junior Data Analyst Jobs', 'Career Change to Data Analyst']",0
Data Analyst Resume | Complete Guide To Creating A Data Analyst Resume | Tips + Templates + Examples,Thursday,Thursday,Morning,678,126298,3601,65.0,2.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Resume', 'Complete guide to Creating a Data Analyst Resume', 'Data Analyst Resume Tips', 'Data Analyst Resume Templates', 'Data Analyst Resume Examples', 'Data Analyst Resume Guide', 'Creating a Resume', 'Resume for Data Analyst', 'Resume for Data Analysts', 'Resume to become Data Analyst', 'Resume for Data Analytics', 'Resume']",0
Data Analyst Resume | Reviewing My Resume! | Fortune 500 Data Analyst,Thursday,Thursday,Morning,453,81354,1763,42.0,1.0,"['Data Analyst', 'How to become a data analyst', 'Data Analyst job', 'Data Analyst Career', 'Data Analytics', 'Data Analyst with no experience', 'Data analyst with no degree', 'Data Analyst Resume', 'My Data Analyst Resume', 'Fortune 500 Data Analyst Resume', 'Resume', 'Business Analyst Resume', 'Data Science Resume', 'Data Analyst for Beginners', 'Data Analyst for Beginners Resume']",0
Working at a Big Company Vs Small Company | Told by a Fortune 500 Data Analyst,Saturday,Saturday,Morning,350,15996,428,9.0,1.0,"['Data Analyst', 'How to become a Data Analyst', 'Big vs Small', 'Large vs small', 'Big vs small company', 'Working at a big company vs small company', 'Working at a big company', 'Working at a small company', 'Data Science', 'Data Scientist', 'business analyst', 'Big company salary', 'Small company salary', 'Corporate at big company', 'Corporate at small company', 'coworkers at small company', 'coworkers at big company']",0
Data Analyst Salary | 100k with No Experience,Wednesday,Wednesday,Evening,303,66275,2239,34.0,2.0,"['Data Analyst Salary', 'Data analyst with no experience', 'how to become a data analyst', 'Data analyst', 'Data Analyst fortune 500', 'Data Analyst how to', 'Data analyst beginner', 'Data Analyst Salary | 100k with No Experience', '100k with no experience', 'data science', 'data scientist', 'business analyst', 'Data analyst salary with no experience', 'data analyst salary with no degree']",0
Truth About Big Companies | Told by a Fortune 500 Data Analyst,Monday,Monday,Evening,345,9743,346,5.0,1.0,"['Working at a big company', 'Big company data analyst', 'Data analyst', 'Data analyst at big company', 'Become a data analyst', 'Data analyst with no experience', 'how to learn to become a data analyst']",0
Top 3 Data Analyst Skills in 2020,Friday,Friday,Morning,160,31052,1467,16.0,1.0,"['Top skills for data analyst', 'Top 3 skills for Data Analyst', 'How to become a data analyst', 'Data analyst', 'Data Analyst Skills', 'Top Data Analyst Skills', 'Data Analyst Skills for beginner', 'Skills to become data analyst']",0
